GOID,Freq
GO:0000038,1
GO:0000045,3
GO:0000050,2
GO:0000052,2
GO:0000060,4
GO:0000070,4
GO:0000076,2
GO:0000077,18
GO:0000079,4
GO:0000082,1
GO:0000083,2
GO:0000086,18
GO:0000122,22
GO:0000132,4
GO:0000165,14
GO:0000183,6
GO:0000184,2
GO:0000186,4
GO:0000187,12
GO:0000209,4
GO:0000226,6
GO:0000255,1
GO:0000266,2
GO:0000278,18
GO:0000281,16
GO:0000289,6
GO:0000301,2
GO:0000375,1
GO:0000381,52
GO:0000398,2
GO:0000462,1
GO:0000722,4
GO:0000723,4
GO:0000724,16
GO:0000727,2
GO:0000729,6
GO:0000731,6
GO:0000732,3
GO:0000902,6
GO:0000910,6
GO:0000915,26
GO:0001514,3
GO:0001516,1
GO:0001523,6
GO:0001525,8
GO:0001541,3
GO:0001553,1
GO:0001556,2
GO:0001649,1
GO:0001666,8
GO:0001672,1
GO:0001676,4
GO:0001701,22
GO:0001745,3
GO:0001754,3
GO:0001756,3
GO:0001779,1
GO:0001822,4
GO:0001841,2
GO:0001843,4
GO:0001886,16
GO:0001889,4
GO:0001892,1
GO:0001932,5
GO:0001933,3
GO:0001934,1
GO:0001942,4
GO:0001953,12
GO:0001958,1
GO:0001964,2
GO:0001974,1
GO:0002009,1
GO:0002027,1
GO:0002028,1
GO:0002040,1
GO:0002121,2
GO:0002165,50
GO:0002218,6
GO:0002223,18
GO:0002230,8
GO:0002244,6
GO:0002250,5
GO:0002286,2
GO:0002317,2
GO:0002331,3
GO:0002376,1
GO:0002377,5
GO:0002385,5
GO:0002479,1
GO:0002551,1
GO:0002821,2
GO:0003007,4
GO:0003016,4
GO:0003032,4
GO:0003091,2
GO:0003097,2
GO:0006006,4
GO:0006012,1
GO:0006013,1
GO:0006024,6
GO:0006027,6
GO:0006049,4
GO:0006084,1
GO:0006090,6
GO:0006091,4
GO:0006094,6
GO:0006099,11
GO:0006101,11
GO:0006103,2
GO:0006105,1
GO:0006106,1
GO:0006107,1
GO:0006108,1
GO:0006189,1
GO:0006198,1
GO:0006258,1
GO:0006259,2
GO:0006260,20
GO:0006261,2
GO:0006267,2
GO:0006270,2
GO:0006273,4
GO:0006275,5
GO:0006281,26
GO:0006283,4
GO:0006289,6
GO:0006296,4
GO:0006297,4
GO:0006302,18
GO:0006303,12
GO:0006310,2
GO:0006311,8
GO:0006325,50
GO:0006334,4
GO:0006338,4
GO:0006342,2
GO:0006346,16
GO:0006351,141
GO:0006352,4
GO:0006355,97
GO:0006357,13
GO:0006364,1
GO:0006366,11
GO:0006367,2
GO:0006369,2
GO:0006376,2
GO:0006378,3
GO:0006379,1
GO:0006383,7
GO:0006388,1
GO:0006396,5
GO:0006397,12
GO:0006400,2
GO:0006405,1
GO:0006406,1
GO:0006417,22
GO:0006446,2
GO:0006457,6
GO:0006458,9
GO:0006461,5
GO:0006468,20
GO:0006470,21
GO:0006471,4
GO:0006476,12
GO:0006486,8
GO:0006491,3
GO:0006506,72
GO:0006508,1
GO:0006509,1
GO:0006511,6
GO:0006517,1
GO:0006521,1
GO:0006536,5
GO:0006541,1
GO:0006549,1
GO:0006561,5
GO:0006573,1
GO:0006590,1
GO:0006592,5
GO:0006600,1
GO:0006606,3
GO:0006612,11
GO:0006623,2
GO:0006629,13
GO:0006631,1
GO:0006635,5
GO:0006641,4
GO:0006685,1
GO:0006699,1
GO:0006729,2
GO:0006768,2
GO:0006782,5
GO:0006801,4
GO:0006810,69
GO:0006812,1
GO:0006814,1
GO:0006816,6
GO:0006821,3
GO:0006836,1
GO:0006839,2
GO:0006851,2
GO:0006853,2
GO:0006869,6
GO:0006874,23
GO:0006875,2
GO:0006879,10
GO:0006885,1
GO:0006886,14
GO:0006887,24
GO:0006888,9
GO:0006890,8
GO:0006891,3
GO:0006892,10
GO:0006893,11
GO:0006897,116
GO:0006898,22
GO:0006903,11
GO:0006904,11
GO:0006909,12
GO:0006911,18
GO:0006913,5
GO:0006915,26
GO:0006935,1
GO:0006936,2
GO:0006937,23
GO:0006954,1
GO:0006955,1
GO:0006968,2
GO:0006974,28
GO:0006975,6
GO:0006977,27
GO:0006979,1
GO:0006986,1
GO:0006997,10
GO:0007004,4
GO:0007005,30
GO:0007010,17
GO:0007015,11
GO:0007016,2
GO:0007018,13
GO:0007026,4
GO:0007029,6
GO:0007030,15
GO:0007040,1
GO:0007041,7
GO:0007049,90
GO:0007050,7
GO:0007051,20
GO:0007059,4
GO:0007062,10
GO:0007076,2
GO:0007088,2
GO:0007091,4
GO:0007094,10
GO:0007098,34
GO:0007099,4
GO:0007130,2
GO:0007131,6
GO:0007140,6
GO:0007141,3
GO:0007143,3
GO:0007154,1
GO:0007155,28
GO:0007157,2
GO:0007159,2
GO:0007160,1
GO:0007163,11
GO:0007165,40
GO:0007166,2
GO:0007169,6
GO:0007173,8
GO:0007202,2
GO:0007204,1
GO:0007205,30
GO:0007212,2
GO:0007219,8
GO:0007224,10
GO:0007228,4
GO:0007229,7
GO:0007259,1
GO:0007264,72
GO:0007265,6
GO:0007268,45
GO:0007269,12
GO:0007275,64
GO:0007281,26
GO:0007283,56
GO:0007286,11
GO:0007291,10
GO:0007293,5
GO:0007297,10
GO:0007298,10
GO:0007338,1
GO:0007339,1
GO:0007346,9
GO:0007350,5
GO:0007367,5
GO:0007368,11
GO:0007369,2
GO:0007389,2
GO:0007391,10
GO:0007398,5
GO:0007399,28
GO:0007405,2
GO:0007409,20
GO:0007411,34
GO:0007417,3
GO:0007418,4
GO:0007419,5
GO:0007420,12
GO:0007422,1
GO:0007423,1
GO:0007476,1
GO:0007498,25
GO:0007507,14
GO:0007517,4
GO:0007519,2
GO:0007525,3
GO:0007548,1
GO:0007552,10
GO:0007560,10
GO:0007565,1
GO:0007568,6
GO:0007569,2
GO:0007588,4
GO:0007595,2
GO:0007596,10
GO:0007601,11
GO:0007602,3
GO:0007611,2
GO:0007612,10
GO:0007616,5
GO:0007623,7
GO:0007625,2
GO:0007626,2
GO:0007628,4
GO:0008033,2
GO:0008088,4
GO:0008089,3
GO:0008103,6
GO:0008104,11
GO:0008156,5
GO:0008209,1
GO:0008210,1
GO:0008253,1
GO:0008272,1
GO:0008283,40
GO:0008284,2
GO:0008285,11
GO:0008286,11
GO:0008306,2
GO:0008340,6
GO:0008356,1
GO:0008360,1
GO:0008361,1
GO:0008363,10
GO:0008380,10
GO:0008542,2
GO:0008544,5
GO:0008584,3
GO:0008589,2
GO:0008593,1
GO:0008630,9
GO:0008643,7
GO:0008652,5
GO:0009058,1
GO:0009062,18
GO:0009267,1
GO:0009306,2
GO:0009395,10
GO:0009405,2
GO:0009437,4
GO:0009566,4
GO:0009629,2
GO:0009635,3
GO:0009653,8
GO:0009790,1
GO:0009791,19
GO:0009798,2
GO:0009847,6
GO:0009952,4
GO:0009953,4
GO:0009954,4
GO:0009966,6
GO:0010033,3
GO:0010040,10
GO:0010045,3
GO:0010212,6
GO:0010216,8
GO:0010243,2
GO:0010452,2
GO:0010457,14
GO:0010460,2
GO:0010468,10
GO:0010506,15
GO:0010507,6
GO:0010564,1
GO:0010569,2
GO:0010571,4
GO:0010586,6
GO:0010592,1
GO:0010595,1
GO:0010608,3
GO:0010613,4
GO:0010628,4
GO:0010629,57
GO:0010634,17
GO:0010642,1
GO:0010745,4
GO:0010803,4
GO:0010817,6
GO:0010824,2
GO:0010833,2
GO:0010839,12
GO:0010842,1
GO:0010845,8
GO:0010906,51
GO:0010923,1
GO:0010942,3
GO:0010955,2
GO:0010960,2
GO:0010971,6
GO:0010972,1
GO:0010975,10
GO:0010977,2
GO:0010998,4
GO:0014070,7
GO:0014916,2
GO:0015031,51
GO:0015701,4
GO:0015760,6
GO:0015858,1
GO:0015862,1
GO:0015904,3
GO:0015914,4
GO:0015937,2
GO:0016049,2
GO:0016055,17
GO:0016101,1
GO:0016125,3
GO:0016126,2
GO:0016180,3
GO:0016192,21
GO:0016197,2
GO:0016236,4
GO:0016241,8
GO:0016246,1
GO:0016310,6
GO:0016321,1
GO:0016322,12
GO:0016333,10
GO:0016337,2
GO:0016360,1
GO:0016446,12
GO:0016458,50
GO:0016477,32
GO:0016567,13
GO:0016569,2
GO:0016572,4
GO:0016573,102
GO:0016575,12
GO:0016579,3
GO:0016584,2
GO:0016601,13
GO:0017148,4
GO:0017157,1
GO:0018023,1
GO:0018026,1
GO:0018027,1
GO:0018105,8
GO:0018279,2
GO:0018312,4
GO:0018345,4
GO:0018406,2
GO:0019074,6
GO:0019081,2
GO:0019216,2
GO:0019218,1
GO:0019221,2
GO:0019240,5
GO:0019244,2
GO:0019388,1
GO:0019530,1
GO:0019538,2
GO:0019676,5
GO:0019722,8
GO:0019749,10
GO:0019752,5
GO:0019805,2
GO:0019827,3
GO:0019886,1
GO:0019915,1
GO:0019933,1
GO:0019934,1
GO:0019985,4
GO:0021516,1
GO:0021537,1
GO:0021670,10
GO:0021695,1
GO:0021696,1
GO:0021756,2
GO:0021766,6
GO:0021895,1
GO:0021914,2
GO:0021988,2
GO:0021990,2
GO:0022008,2
GO:0022011,7
GO:0022405,12
GO:0022611,22
GO:0022617,6
GO:0030010,13
GO:0030032,6
GO:0030036,32
GO:0030048,26
GO:0030050,10
GO:0030072,4
GO:0030073,32
GO:0030097,52
GO:0030150,2
GO:0030154,12
GO:0030155,19
GO:0030178,2
GO:0030183,3
GO:0030198,6
GO:0030203,6
GO:0030218,1
GO:0030239,46
GO:0030240,46
GO:0030279,2
GO:0030307,2
GO:0030308,1
GO:0030316,12
GO:0030317,20
GO:0030318,13
GO:0030321,2
GO:0030324,1
GO:0030326,2
GO:0030334,4
GO:0030335,2
GO:0030423,2
GO:0030431,1
GO:0030433,3
GO:0030501,1
GO:0030509,2
GO:0030512,3
GO:0030514,1
GO:0030518,2
GO:0030521,1
GO:0030534,6
GO:0030574,7
GO:0030579,2
GO:0030589,10
GO:0030595,1
GO:0030705,5
GO:0030707,6
GO:0030718,1
GO:0030719,40
GO:0030838,4
GO:0030855,4
GO:0030856,3
GO:0030858,7
GO:0030889,3
GO:0030901,1
GO:0031023,1
GO:0031032,11
GO:0031047,37
GO:0031048,1
GO:0031053,6
GO:0031098,2
GO:0031100,4
GO:0031116,10
GO:0031122,7
GO:0031125,1
GO:0031145,1
GO:0031146,2
GO:0031175,6
GO:0031274,2
GO:0031338,12
GO:0031397,2
GO:0031508,8
GO:0031529,1
GO:0031532,22
GO:0031572,15
GO:0031573,12
GO:0031585,10
GO:0031587,2
GO:0031589,6
GO:0031648,2
GO:0031667,3
GO:0031848,9
GO:0031929,5
GO:0031937,12
GO:0031938,2
GO:0031987,12
GO:0031998,2
GO:0032000,4
GO:0032007,18
GO:0032025,3
GO:0032053,6
GO:0032057,4
GO:0032088,4
GO:0032092,1
GO:0032147,1
GO:0032148,5
GO:0032205,2
GO:0032210,6
GO:0032212,16
GO:0032252,10
GO:0032330,2
GO:0032355,1
GO:0032402,13
GO:0032435,2
GO:0032436,6
GO:0032438,1
GO:0032463,1
GO:0032467,13
GO:0032481,7
GO:0032482,3
GO:0032496,2
GO:0032510,1
GO:0032525,4
GO:0032526,4
GO:0032707,1
GO:0032728,7
GO:0032792,2
GO:0032816,3
GO:0032819,1
GO:0032825,1
GO:0032869,13
GO:0032870,1
GO:0032880,10
GO:0032886,2
GO:0032922,7
GO:0032956,15
GO:0032957,1
GO:0032959,2
GO:0032968,2
GO:0032970,11
GO:0033077,3
GO:0033119,6
GO:0033129,6
GO:0033138,1
GO:0033151,12
GO:0033209,1
GO:0033299,3
GO:0033344,4
GO:0033364,1
GO:0033365,12
GO:0033499,1
GO:0033522,4
GO:0033540,1
GO:0033600,4
GO:0033619,1
GO:0033623,12
GO:0033627,1
GO:0033674,6
GO:0033683,4
GO:0034080,2
GO:0034088,2
GO:0034122,2
GO:0034198,20
GO:0034220,3
GO:0034260,1
GO:0034329,8
GO:0034332,2
GO:0034333,2
GO:0034341,2
GO:0034375,4
GO:0034446,4
GO:0034504,2
GO:0034587,29
GO:0034599,6
GO:0034612,2
GO:0034613,7
GO:0034644,8
GO:0034698,3
GO:0034720,6
GO:0034724,1
GO:0034766,1
GO:0035001,1
GO:0035010,1
GO:0035011,2
GO:0035017,5
GO:0035019,53
GO:0035023,53
GO:0035025,5
GO:0035082,4
GO:0035087,2
GO:0035093,1
GO:0035108,1
GO:0035148,1
GO:0035176,2
GO:0035204,1
GO:0035206,48
GO:0035207,100
GO:0035217,5
GO:0035222,50
GO:0035224,5
GO:0035225,4
GO:0035264,7
GO:0035277,5
GO:0035307,1
GO:0040001,22
GO:0040007,1
GO:0040011,4
GO:0040014,1
GO:0040018,1
GO:0040020,1
GO:0042048,23
GO:0042104,1
GO:0042113,1
GO:0042127,13
GO:0042128,1
GO:0042147,3
GO:0042159,3
GO:0042176,4
GO:0042177,7
GO:0042267,2
GO:0042276,4
GO:0042297,2
GO:0042306,5
GO:0042311,2
GO:0042335,1
GO:0042347,4
GO:0042407,2
GO:0042415,1
GO:0042416,2
GO:0042438,10
GO:0042445,2
GO:0042446,1
GO:0042448,1
GO:0042462,3
GO:0042475,2
GO:0042476,10
GO:0042483,2
GO:0042493,13
GO:0042542,2
GO:0042552,10
GO:0042593,7
GO:0042594,1
GO:0042634,4
GO:0042733,2
GO:0042742,1
GO:0042744,2
GO:0042753,4
GO:0042754,6
GO:0042755,4
GO:0042759,10
GO:0042769,2
GO:0042787,2
GO:0042795,1
GO:0042832,1
GO:0042851,1
GO:0042853,1
GO:0042981,12
GO:0042985,2
GO:0043010,1
GO:0043029,1
GO:0043046,29
GO:0043065,29
GO:0043066,19
GO:0043085,1
GO:0043086,17
GO:0043087,56
GO:0043116,1
GO:0043117,1
GO:0043123,1
GO:0043129,1
GO:0043154,6
GO:0043161,8
GO:0043249,6
GO:0043252,3
GO:0043278,2
GO:0043312,5
GO:0043323,15
GO:0043369,3
GO:0043388,6
GO:0043392,2
GO:0043393,3
GO:0043407,1
GO:0043409,2
GO:0043473,1
GO:0043486,50
GO:0043488,1
GO:0043496,2
GO:0043508,6
GO:0043517,14
GO:0043523,3
GO:0043524,2
GO:0043525,3
GO:0043536,8
GO:0043547,57
GO:0043569,1
GO:0043588,3
GO:0043619,14
GO:0043631,2
GO:0043666,2
GO:0043687,3
GO:0043691,4
GO:0043966,2
GO:0043967,2
GO:0044091,7
GO:0044267,6
GO:0045086,1
GO:0045087,13
GO:0045089,7
GO:0045141,6
GO:0045167,10
GO:0045175,10
GO:0045214,46
GO:0045217,10
GO:0045314,1
GO:0045451,6
GO:0045453,1
GO:0045454,1
GO:0045467,3
GO:0045471,3
GO:0045494,3
GO:0045577,3
GO:0045579,1
GO:0045581,3
GO:0045582,3
GO:0045588,1
GO:0045595,8
GO:0045597,2
GO:0045599,4
GO:0045621,1
GO:0045647,1
GO:0045648,1
GO:0045665,2
GO:0045667,2
GO:0045669,1
GO:0045670,2
GO:0045721,1
GO:0045724,7
GO:0045732,5
GO:0045736,8
GO:0045740,13
GO:0045747,51
GO:0045766,8
GO:0045776,2
GO:0045785,2
GO:0045815,1
GO:0045880,2
GO:0045886,3
GO:0045892,9
GO:0045893,16
GO:0045899,2
GO:0045903,2
GO:0045921,10
GO:0045931,1
GO:0045943,2
GO:0045944,66
GO:0045947,2
GO:0045954,12
GO:0045995,2
GO:0046320,2
GO:0046324,9
GO:0046329,4
GO:0046331,1
GO:0046339,15
GO:0046449,1
GO:0046466,1
GO:0046532,1
GO:0046543,1
GO:0046544,1
GO:0046600,16
GO:0046627,1
GO:0046651,8
GO:0046654,2
GO:0046664,2
GO:0046677,4
GO:0046716,25
GO:0046777,17
GO:0046822,17
GO:0046834,15
GO:0046847,6
GO:0046856,1
GO:0046902,4
GO:0046907,3
GO:0046931,1
GO:0047496,2
GO:0047497,10
GO:0048010,7
GO:0048012,1
GO:0048024,1
GO:0048025,2
GO:0048026,1
GO:0048048,1
GO:0048100,5
GO:0048167,2
GO:0048213,4
GO:0048239,2
GO:0048264,2
GO:0048265,2
GO:0048333,4
GO:0048341,6
GO:0048468,4
GO:0048469,1
GO:0048477,65
GO:0048488,12
GO:0048489,2
GO:0048490,3
GO:0048511,6
GO:0048538,5
GO:0048570,4
GO:0048592,5
GO:0048599,3
GO:0048625,1
GO:0048638,1
GO:0048644,23
GO:0048666,13
GO:0048675,4
GO:0048709,7
GO:0048747,8
GO:0048749,1
GO:0048813,114
GO:0048820,10
GO:0048854,2
GO:0048870,1
GO:0048872,3
GO:0048878,2
GO:0050434,2
GO:0050665,1
GO:0050680,2
GO:0050684,6
GO:0050715,1
GO:0050728,3
GO:0050729,1
GO:0050731,2
GO:0050767,4
GO:0050771,4
GO:0050773,2
GO:0050796,20
GO:0050808,12
GO:0050821,1
GO:0050832,3
GO:0050850,7
GO:0050852,10
GO:0050862,3
GO:0050884,2
GO:0050885,5
GO:0050892,10
GO:0050896,2
GO:0050942,3
GO:0050965,22
GO:0051000,2
GO:0051028,10
GO:0051056,17
GO:0051066,2
GO:0051090,5
GO:0051092,7
GO:0051103,8
GO:0051124,4
GO:0051148,1
GO:0051171,2
GO:0051223,7
GO:0051225,4
GO:0051256,26
GO:0051259,1
GO:0051260,29
GO:0051262,2
GO:0051276,2
GO:0051281,8
GO:0051289,2
GO:0051290,7
GO:0051291,7
GO:0051292,2
GO:0051298,18
GO:0051301,31
GO:0051321,29
GO:0051384,1
GO:0051402,5
GO:0051436,1
GO:0051437,1
GO:0051453,1
GO:0051480,2
GO:0051491,1
GO:0051496,8
GO:0051533,1
GO:0051560,2
GO:0051568,10
GO:0051591,5
GO:0051592,2
GO:0051595,6
GO:0051607,11
GO:0051643,10
GO:0051647,10
GO:0051668,1
GO:0051693,14
GO:0051726,12
GO:0051775,4
GO:0051781,2
GO:0051865,6
GO:0051881,2
GO:0051894,2
GO:0051895,2
GO:0051897,1
GO:0051938,2
GO:0051988,3
GO:0055057,20
GO:0055059,20
GO:0055069,2
GO:0055072,3
GO:0055085,65
GO:0055108,7
GO:0055114,5
GO:0060008,6
GO:0060009,1
GO:0060021,1
GO:0060041,2
GO:0060047,2
GO:0060070,15
GO:0060071,2
GO:0060075,2
GO:0060078,3
GO:0060079,1
GO:0060137,4
GO:0060159,6
GO:0060259,2
GO:0060263,1
GO:0060271,31
GO:0060282,1
GO:0060323,2
GO:0060346,1
GO:0060348,3
GO:0060349,2
GO:0060397,1
GO:0060429,2
GO:0060733,4
GO:0070131,4
GO:0070165,2
GO:0070198,5
GO:0070206,1
GO:0070208,5
GO:0070212,4
GO:0070266,3
GO:0070286,1
GO:0070374,1
GO:0070389,2
GO:0070417,2
GO:0070431,2
GO:0070446,12
GO:0070475,1
GO:0070507,3
GO:0070509,12
GO:0070527,2
GO:0070536,3
GO:0070541,3
GO:0070588,2
GO:0070613,1
GO:0070669,1
GO:0070670,1
GO:0070672,1
